-118.219827,34.0424273
-118.279629,33.8153494
-118.17617369999999,33.891814700000005
-118.35736340000001,34.1768279
-118.30934029999999,33.8077852
-118.4564082,33.9889335
-118.3533298,34.2490517
-118.3360774,34.0423908
-118.18131740000001,33.7968748
-118.5959118,34.2404707
-118.2192777,34.0667936
-117.94931869999999,34.0041284
-118.0712021,33.862286700000006
-118.10850719999999,33.8396805
-118.1391271,33.7736519
-118.36430320000001,33.910568299999994
-118.2124053,33.796969
-118.10285049999999,33.8928355
-118.45898290000001,34.013047
-118.2989588,34.2567967
-118.7040315,34.1357959
-118.48159270000001,33.9982607
-118.03084640000002,34.551190500000004
-118.0259706,33.9106067
-118.2202538,34.1250921
-118.31486140000001,33.724914
-118.234448,34.1187344
-118.5285389,34.1983023
-118.30510430000001,34.260997499999995
-118.0195439,33.922751700000006
-117.87907859999999,34.0842016
-118.3182398,33.9234698
-118.0867621,33.9178571
-118.1092044,34.084016299999995
-117.90558359999999,34.062968700000006
-118.22976909999998,34.10040720000001
-118.2685906,34.1232522
-118.36280149999999,34.1845463
-118.20814479999999,34.047127200000006
-118.2054689,34.167429600000006
-118.547968,34.0781854
-118.09990790000002,34.0877222
-118.25379679999999,33.9550532
-118.3823578,34.127108
-118.1316726,34.176754700000004
-118.18352409999999,33.983930799999996
-118.50994890000001,34.1555192
-118.27040829999999,34.234093900000005
-118.31209650000001,34.1721076
-118.49555959999999,34.1539869
-118.0225068,33.917458
-118.15850619999999,34.0584476
-118.29359240000001,34.0789075
-118.4052392,33.8737416
-117.87621670000001,34.122127
-118.5001078,34.0415842
-118.10428229999998,34.5660709
-118.0761189,33.833187
-118.11716100000001,34.0634039
-118.32337209999999,33.8187791
-118.2595175,34.087024299999996
-118.2595175,34.087024299999996
-118.23653909999999,34.207769799999994
-118.03326059999999,34.069480799999994
-118.14014879999999,34.6753583
-118.5062061,34.034227
-117.7408947,34.0950617
-118.06389250000001,33.9984529
-118.2140436,33.8049063
-117.79179309999999,34.0361891
-118.11712279999999,34.1546674
-118.1396082,34.026771600000004
-118.3047903,33.95818189999999
-118.4744092,34.107229600000004
-118.3276581,34.1096706
-118.06110430000001,34.0090321
-118.235551,34.220366999999996
-118.0232116,33.913314899999996
-118.3202041,34.116510600000005
-118.47032649999998,34.0404252
-118.0946097,33.9419364
-118.47680590000002,34.029633600000004
-118.24026909999999,34.13658289999999
-118.5889111,34.1465624
-118.2890592,34.1133717
-118.3166423,33.8992459
-118.0314304,34.040880200000004
-118.1591426,33.896101
-118.3586953,34.0352486
-118.6027687,34.2643759
-118.5311304,34.4342839
-118.39329209999998,34.14508
-118.19630649999999,33.804629999999996
-118.2511126,33.9070744
-118.1835087,34.0208372
-118.14266119999999,33.9415425
-118.05523259999998,34.053264
-118.09134579999998,33.871067
-118.2883332,33.886004
-118.18833229999998,33.8224377
